year,day,month,weekend_nights,week_nights,room_type,is_Holiday,adr
2015,3,7,0,1,0,0,2499
2015,3,7,0,1,0,0,2499
2015,3,7,0,1,0,0,2499
2015,3,7,0,1,0,0,2499
2015,3,7,1,1,0,0,2499
2015,3,7,1,1,4,0,13899
2015,3,7,1,1,0,0,2499
2015,3,7,1,1,0,0,2499
2015,3,7,1,1,3,0,6799
2015,3,7,1,1,0,0,2499
2015,3,7,1,1,0,0,2499
2015,3,7,1,1,0,0,2499
2015,3,7,1,1,0,0,2499
2015,3,7,1,1,4,0,13899
2015,3,7,1,1,4,0,13899
2015,3,7,1,1,5,0,2499
2015,3,7,1,1,0,0,2499
2015,3,7,0,1,0,0,2499
2015,3,7,0,1,0,0,2499
2015,3,7,0,1,0,0,2499
2015,3,7,0,1,4,0,13500
2015,3,7,0,1,2,0,4500
2015,3,7,0,1,0,0,2499
2015,3,7,0,1,0,0,2499
2015,3,7,0,1,0,0,2499
2015,3,7,1,1,5,0,2499
2015,3,7,1,1,4,0,13899
2015,3,7,1,1,3,0,6799
2015,3,7,1,1,4,0,13899
2015,4,7,1,1,0,0,2499
2015,4,7,1,1,3,0,6799
2015,4,7,1,1,5,0,2499
2015,4,7,1,1,0,0,2499
2015,4,7,1,1,4,0,13899
2015,4,7,1,1,7,0,2499
2015,4,7,1,1,3,0,6799
2015,4,7,1,1,0,0,2499
2015,4,7,1,1,0,0,2499
2015,4,7,1,1,0,0,2499
2015,4,7,1,1,3,0,6799
2015,4,7,1,1,4,0,13899
2015,4,7,1,1,0,0,2499
2015,4,7,1,1,4,0,13899
2015,4,7,1,1,4,0,13899
2015,4,7,1,1,0,0,2499
2015,4,7,1,1,3,0,6799
2015,4,7,1,1,3,0,6799
2015,4,7,1,1,3,0,6799
2015,4,7,0,1,7,0,2499
2015,4,7,0,1,3,0,6400
2015,4,7,0,1,0,0,2499
2015,4,7,0,1,4,0,13500
2015,4,7,0,1,0,0,2499
2015,4,7,0,1,3,0,6400
2015,4,7,0,1,7,0,2499
2015,4,7,0,1,4,0,13500
2015,4,7,1,1,0,0,2499
2015,4,7,1,1,0,0,2499
2015,4,7,1,1,0,0,2499
2015,4,7,1,1,0,0,2499
2015,5,7,1,0,0,0,2499
2015,5,7,1,0,3,0,6799
2015,5,7,1,0,0,0,2499
2015,5,7,1,0,0,0,2499
2015,5,7,1,0,0,0,2499
2015,5,7,1,0,0,0,2499
2015,5,7,1,0,0,0,2499
2015,5,7,1,0,3,0,6799
2015,5,7,1,0,6,0,2499
2015,5,7,1,0,6,0,2499
2015,5,7,1,0,3,0,6799
2015,5,7,1,1,3,0,6799
2015,5,7,1,1,0,0,2499
2015,5,7,1,1,4,0,13899
2015,5,7,1,1,4,0,13899
2015,5,7,1,1,7,0,2499
2015,5,7,1,1,0,0,2499
2015,5,7,1,1,7,0,2499
2015,5,7,1,1,3,0,6799
2015,5,7,1,1,2,0,4899
2015,5,7,1,1,5,0,2499
2015,5,7,1,1,0,0,2499
2015,5,7,1,1,4,0,13899
2015,5,7,1,1,7,0,2499
2015,5,7,1,1,3,0,6799
2015,5,7,1,1,3,0,6799
2015,5,7,1,1,3,0,6799
2015,5,7,1,1,0,0,2499
2015,5,7,1,1,3,0,6799
2015,6,7,1,1,6,0,2499
2015,6,7,1,1,0,0,2499
2015,6,7,1,1,6,0,2499
2015,6,7,1,1,3,0,6799
2015,6,7,1,1,6,0,2499
2015,6,7,1,1,3,0,6799
2015,6,7,1,1,6,0,2499
2015,6,7,0,0,0,0,2499
2015,6,7,0,0,4,0,13500
2015,6,7,1,0,0,0,2499
2015,6,7,1,1,0,0,2499
2015,6,7,1,1,3,0,6799
2015,6,7,1,1,3,0,6799
2015,6,7,1,1,4,0,13899
2015,6,7,1,1,0,0,2499
2015,6,7,1,1,0,0,2499
2015,6,7,1,1,4,0,13899
2015,6,7,1,1,5,0,2499
2015,6,7,1,1,0,0,2499
2015,6,7,1,1,4,0,13899
2015,6,7,1,1,6,0,2499
2015,6,7,1,1,0,0,2499
2015,6,7,1,1,0,0,2499
2015,6,7,1,1,0,0,2499
2015,6,7,1,1,3,0,6799
2015,6,7,1,1,0,0,2499
2015,6,7,1,1,3,0,6799
2015,6,7,1,1,5,0,2499
2015,6,7,1,1,3,0,6799
2015,6,7,1,1,0,0,2499
2015,6,7,1,1,3,0,6799
2015,6,7,1,1,0,0,2499
2015,6,7,1,1,3,0,6799
2015,7,7,0,1,0,0,2499
2015,7,7,0,1,0,0,2499
2015,7,7,0,1,5,0,2499
2015,7,7,0,0,0,0,2499
2015,7,7,0,0,0,0,2499
2015,7,7,0,1,0,0,2499
2015,7,7,0,1,2,0,4500
2015,7,7,0,1,0,0,2499
2015,7,7,0,1,7,0,2499
2015,7,7,0,1,3,0,6400
2015,7,7,0,1,3,0,6400
2015,7,7,0,1,0,0,2499
2015,7,7,0,1,0,0,2499
2015,7,7,1,1,4,0,13899
2015,7,7,1,1,3,0,6799
2015,7,7,1,1,0,0,2499
2015,7,7,1,1,3,0,6799
2015,8,7,0,1,4,0,13201
2015,8,7,0,1,0,0,2499
2015,8,7,0,1,0,0,2499
2015,8,7,0,1,0,0,2499
2015,8,7,0,1,3,0,6101
2015,8,7,0,1,0,0,2499
2015,8,7,0,1,0,0,2499
2015,8,7,0,1,0,0,2499
2015,8,7,0,1,0,0,2499
2015,8,7,0,1,0,0,2499
2015,8,7,0,1,0,0,2499
2015,8,7,1,1,0,0,2499
2015,8,7,1,1,4,0,13600
2015,8,7,1,1,3,0,6500
2015,8,7,1,1,4,0,13600
2015,8,7,1,1,3,0,6500
2015,8,7,1,1,4,0,13600
2015,8,7,1,1,0,0,2499
2015,8,7,1,1,4,0,13600
2015,8,7,1,1,4,0,13600
2015,9,7,0,1,2,0,4201
2015,9,7,0,1,0,0,2499
2015,9,7,0,1,7,0,2499
2015,9,7,0,1,3,0,6101
2015,9,7,0,1,2,0,4201
2015,9,7,0,1,6,0,2499
2015,9,7,0,1,0,0,2499
2015,9,7,1,1,0,0,2499
2015,9,7,1,1,0,0,2499
2015,9,7,1,1,0,0,2499
2015,9,7,1,1,0,0,2499
2015,9,7,1,1,0,0,2499
2015,9,7,1,1,0,0,2499
2015,9,7,1,1,0,0,2499
2015,9,7,1,1,4,0,13600
2015,9,7,1,1,4,0,13600
2015,9,7,1,1,0,0,2499
2015,9,7,1,1,0,0,2499
2015,10,7,0,1,0,0,2499
2015,10,7,0,1,0,0,2499
2015,10,7,0,1,0,0,2499
2015,10,7,0,1,0,0,2499
2015,10,7,0,1,0,0,2499
2015,10,7,0,1,0,0,2499
2015,10,7,0,1,6,0,2499
2015,10,7,0,1,3,0,6101
2015,10,7,0,1,0,0,2499
2015,10,7,1,1,2,0,4600
2015,10,7,1,1,0,0,2499
2015,10,7,1,1,4,0,13600
2015,10,7,1,1,5,0,2499
2015,10,7,1,1,5,0,2499
2015,10,7,1,1,4,0,13600
2015,10,7,1,1,0,0,2499
2015,10,7,1,1,2,0,4600
2015,10,7,1,1,6,0,2499
2015,10,7,1,1,0,0,2499
2015,10,7,1,1,3,0,6500
2015,10,7,1,1,3,0,6500
2015,10,7,1,1,4,0,13600
2015,10,7,1,1,4,0,13600
2015,10,7,1,1,5,0,2499
2015,10,7,1,1,2,0,4600
2015,10,7,1,1,2,0,4600
2015,10,7,1,1,0,0,2499
2015,10,7,1,1,3,0,6500
2015,10,7,1,1,5,0,2499
2015,10,7,1,1,2,0,4600
2015,10,7,1,1,3,0,6500
2015,10,7,1,1,5,0,2499
2015,11,7,1,1,0,0,2499
2015,11,7,1,1,0,0,2499
2015,11,7,1,1,0,0,2499
2015,11,7,1,1,4,0,13600
2015,11,7,1,1,3,0,6500
2015,11,7,1,1,0,0,2499
2015,11,7,1,1,4,0,13600
2015,11,7,1,1,0,0,2499
2015,11,7,1,1,4,0,13600
2015,11,7,1,1,4,0,13600
2015,11,7,1,1,4,0,13600
2015,11,7,0,1,0,0,2499
2015,11,7,0,1,0,0,2499
2015,11,7,0,1,6,0,2499
2015,11,7,0,1,0,0,2499
2015,11,7,1,1,0,0,2499
2015,11,7,1,1,0,0,2499
2015,11,7,1,1,2,0,4600
2015,11,7,1,1,4,0,13600
2015,11,7,1,1,0,0,2499
2015,11,7,1,1,3,0,6500
2015,11,7,1,1,0,0,2499
2015,11,7,1,1,3,0,6500
2015,11,7,1,1,6,0,2499
2015,11,7,1,1,4,0,13600
2015,11,7,1,1,0,0,2499
2015,11,7,1,1,4,0,13600
2015,12,7,1,0,6,0,2499
2015,12,7,1,0,0,0,2499
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,3,0,6500
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,3,0,6500
2015,12,7,1,1,2,0,4600
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,4,0,13600
2015,12,7,1,1,3,0,6500
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,3,0,6500
2015,12,7,1,1,4,0,13600
2015,12,7,1,1,4,0,13600
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,3,0,6500
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,3,0,6500
2015,12,7,1,1,0,0,2499
2015,12,7,1,0,0,0,2499
2015,12,7,1,0,6,0,2499
2015,12,7,1,0,0,0,2499
2015,12,7,1,0,5,0,2499
2015,12,7,1,0,0,0,2499
2015,12,7,1,0,0,0,2499
2015,12,7,1,1,3,0,6500
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,0,0,2499
2015,12,7,1,1,4,0,13600
2015,12,7,1,1,6,0,2499
2015,12,7,1,1,3,0,6500
2015,12,7,1,1,5,0,2499
2015,12,7,1,1,7,0,2499
2015,12,7,1,1,3,0,6500
2015,13,7,1,1,6,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,8,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,4,0,13600
2015,13,7,1,1,3,0,6500
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,4,0,13600
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,3,0,6500
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,3,0,6500
2015,13,7,1,1,3,0,6500
2015,13,7,1,1,3,0,6500
2015,13,7,1,1,3,0,6500
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,3,0,6500
2015,13,7,1,1,3,0,6500
2015,13,7,1,1,4,0,13600
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,3,0,6500
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,3,0,6500
2015,13,7,1,1,4,0,13600
2015,13,7,1,1,0,0,2499
2015,13,7,1,0,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,0,0,2499
2015,13,7,1,1,3,0,6500
2015,14,7,0,1,3,0,6101
2015,14,7,0,1,0,0,2499
2015,14,7,0,1,0,0,2499
2015,14,7,0,1,3,0,6101
2015,14,7,0,1,4,0,13201
2015,14,7,0,1,0,0,2499
2015,14,7,0,1,4,0,13201
2015,14,7,0,1,0,0,2499
2015,14,7,1,1,0,0,2499
2015,14,7,1,1,4,0,13600
2015,14,7,1,1,7,0,2499
2015,14,7,1,1,0,0,2499
2015,14,7,1,1,0,0,2499
2015,14,7,1,1,0,0,2499
2015,14,7,1,1,0,0,2499
2015,14,7,1,1,0,0,2499
2015,14,7,1,1,0,0,2499
2015,14,7,1,1,0,0,2499
2015,14,7,1,1,3,0,6500
2015,14,7,1,1,3,0,6500
2015,14,7,1,1,7,0,2499
2015,14,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,3,0,6101
2015,15,7,1,1,3,0,6500
2015,15,7,1,1,3,0,6500
2015,15,7,1,1,7,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,1,1,6,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,15,7,0,1,0,0,2499
2015,16,7,0,1,6,0,2499
2015,16,7,0,1,0,0,2499
2015,16,7,0,1,5,0,2499
2015,16,7,0,1,0,0,2499
2015,16,7,0,1,5,0,2499
2015,16,7,0,1,2,0,4201
2015,16,7,0,1,7,0,2499
2015,16,7,0,1,0,0,2499
2015,16,7,0,1,0,0,2499
2015,16,7,0,1,0,0,2499
2015,16,7,0,1,3,0,6101
2015,16,7,0,1,0,0,2499
2015,16,7,0,1,0,0,2499
2015,16,7,0,1,0,0,2499
2015,16,7,0,1,0,0,2499
2015,16,7,1,1,3,0,6500
2015,16,7,1,1,4,0,13600
2015,16,7,1,1,3,0,6500
2015,16,7,1,1,0,0,2499
2015,16,7,1,1,3,0,6500
2015,16,7,1,1,0,0,2499
2015,16,7,1,1,3,0,6500
2015,16,7,1,1,0,0,2499
2015,16,7,1,1,0,0,2499
2015,16,7,1,1,4,0,13600
2015,17,7,0,0,0,1,2499
2015,17,7,0,1,0,1,2499
2015,17,7,0,1,4,1,13500
2015,17,7,0,1,3,1,6400
2015,17,7,0,1,0,1,2499
2015,17,7,0,1,0,1,2499
2015,17,7,0,1,0,1,2499
2015,17,7,0,1,0,1,2499
2015,17,7,0,1,0,1,2499
2015,17,7,0,1,3,1,6400
2015,17,7,0,1,3,1,6400
2015,17,7,0,1,3,1,6400
2015,17,7,0,1,0,1,2499
2015,17,7,0,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,6,1,2499
2015,17,7,1,1,4,1,13899
2015,17,7,1,1,6,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,6,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,4,1,13899
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,3,1,6799
2015,17,7,1,1,7,1,2499
2015,17,7,1,1,5,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,4,1,13899
2015,17,7,1,1,3,1,6799
2015,17,7,1,1,3,1,6799
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,3,1,6799
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,0,1,8,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,17,7,1,1,0,1,2499
2015,18,7,1,1,3,1,6799
2015,18,7,1,1,4,1,13899
2015,18,7,1,1,0,1,2499
2015,18,7,1,1,2,1,4899
2015,18,7,1,1,3,1,6799
2015,18,7,1,1,4,1,13899
2015,18,7,1,1,4,1,13899
2015,18,7,1,1,0,1,2499
2015,18,7,1,1,0,1,2499
2015,18,7,1,1,4,1,13899
2015,18,7,1,1,7,1,2499
2015,18,7,1,1,4,1,13899
2015,18,7,1,1,0,1,2499
2015,18,7,1,1,2,1,4899
2015,18,7,0,1,3,1,6400
2015,18,7,0,1,2,1,4500
2015,18,7,1,1,6,1,2499
2015,18,7,1,1,3,1,6799
2015,18,7,1,1,3,1,6799
2015,18,7,1,1,4,1,13899
2015,18,7,1,1,0,1,2499
2015,18,7,1,1,0,1,2499
2015,18,7,1,1,3,1,6799
2015,18,7,1,1,3,1,6799
2015,18,7,1,1,3,1,6799
2015,18,7,1,1,0,1,2499
2015,18,7,1,1,0,1,2499
2015,18,7,1,1,3,1,6799
2015,18,7,1,1,0,1,2499
2015,18,7,1,1,0,1,2499
2015,19,7,1,0,0,0,2499
2015,19,7,1,0,0,0,2499
2015,19,7,1,0,3,0,6500
2015,19,7,1,0,0,0,2499
2015,19,7,1,0,0,0,2499
2015,19,7,1,0,4,0,13600
2015,19,7,1,1,4,0,13600
2015,19,7,1,1,0,0,2499
2015,19,7,1,1,3,0,6500
2015,19,7,1,1,0,0,2499
2015,19,7,1,1,3,0,6500
2015,19,7,1,1,4,0,13600
2015,19,7,1,1,2,0,4600
2015,19,7,1,1,0,0,2499
2015,19,7,1,1,3,0,6500
2015,19,7,1,1,4,0,13600
2015,19,7,1,1,0,0,2499
2015,19,7,1,1,3,0,6500
2015,19,7,1,1,3,0,6500
2015,19,7,1,1,0,0,2499
2015,19,7,1,1,6,0,2499
2015,19,7,1,1,0,0,2499
2015,19,7,1,1,3,0,6500
2015,19,7,1,1,3,0,6500
2015,19,7,1,1,6,0,2499
2015,19,7,1,1,2,0,4600
2015,19,7,1,1,3,0,6500
2015,19,7,1,1,4,0,13600
2015,20,7,1,0,0,0,2499
2015,20,7,1,1,6,0,2499
2015,20,7,0,0,0,0,2499
2015,20,7,0,0,0,0,2499
2015,20,7,1,1,0,0,2499
2015,20,7,1,1,0,0,2499
2015,20,7,1,1,0,0,2499
2015,20,7,1,1,0,0,2499
2015,20,7,1,1,3,0,6500
2015,20,7,1,1,4,0,13600
2015,20,7,1,1,3,0,6500
2015,20,7,1,1,6,0,2499
2015,20,7,1,1,0,0,2499
2015,20,7,1,1,3,0,6500
2015,20,7,1,1,6,0,2499
2015,20,7,1,1,0,0,2499
2015,20,7,1,1,3,0,6500
2015,20,7,1,1,4,0,13600
2015,20,7,1,1,5,0,2499
2015,20,7,1,1,2,0,4600
2015,20,7,1,1,0,0,2499
2015,20,7,1,1,0,0,2499
2015,20,7,1,1,3,0,6500
2015,20,7,1,1,0,0,2499
2015,20,7,1,1,6,0,2499
2015,20,7,1,1,5,0,2499
2015,20,7,1,1,0,0,2499
2015,20,7,1,1,3,0,6500
2015,20,7,1,1,3,0,6500
2015,20,7,1,1,3,0,6500
2015,20,7,1,1,3,0,6500
2015,20,7,1,1,0,0,2499
2015,20,7,1,1,0,0,2499
2015,21,7,0,1,4,0,13201
2015,21,7,0,1,0,0,2499
2015,21,7,0,1,0,0,2499
2015,21,7,0,1,6,0,2499
2015,21,7,0,1,0,0,2499
2015,21,7,0,1,6,0,2499
2015,21,7,1,1,0,0,2499
2015,21,7,1,1,4,0,13600
2015,21,7,1,1,0,0,2499
2015,21,7,1,1,0,0,2499
2015,21,7,1,1,4,0,13600
2015,21,7,1,1,0,0,2499
2015,22,7,0,1,4,0,13201
2015,22,7,0,1,0,0,2499
2015,22,7,0,1,3,0,6101
2015,22,7,0,1,3,0,6101
2015,22,7,0,1,6,0,2499
2015,22,7,0,1,3,0,6101
2015,22,7,1,1,3,0,6500
2015,23,7,0,0,2,0,4201
2015,23,7,0,0,3,0,6101
2015,23,7,0,1,3,0,6101
2015,23,7,0,1,2,0,4201
2015,23,7,0,1,0,0,2499
2015,23,7,0,1,4,0,13201
2015,23,7,0,1,0,0,2499
2015,23,7,0,1,3,0,6101
2015,23,7,0,1,3,0,6101
2015,23,7,1,1,7,0,2499
2015,23,7,1,1,4,0,13600
2015,23,7,1,1,3,0,6500
2015,23,7,1,1,4,0,13600
2015,23,7,1,1,3,0,6500
2015,23,7,1,1,3,0,6500
2015,24,7,0,1,4,0,13201
2015,24,7,0,1,3,0,6101
2015,24,7,0,1,0,0,2499
2015,24,7,0,1,0,0,2499
2015,24,7,0,1,3,0,6101
2015,24,7,0,1,0,0,2499
2015,24,7,0,1,0,0,2499
2015,24,7,0,1,0,0,2499
2015,24,7,0,1,6,0,2499
2015,24,7,0,1,3,0,6101
2015,24,7,0,1,3,0,6101
2015,24,7,0,1,3,0,6101
2015,24,7,0,1,4,0,13201
2015,24,7,1,1,7,0,2499
2015,24,7,0,1,3,0,6101
2015,24,7,0,1,0,0,2499
2015,24,7,1,1,0,0,2499
2015,24,7,1,1,3,0,6500
2015,24,7,1,1,0,0,2499
2015,24,7,1,1,0,0,2499
2015,24,7,1,1,0,0,2499
2015,24,7,1,1,0,0,2499
2015,24,7,1,1,0,0,2499
2015,24,7,1,1,0,0,2499
2015,24,7,1,1,0,0,2499
2015,24,7,1,1,0,0,2499
2015,24,7,1,1,7,0,2499
2015,24,7,1,1,3,0,6500
2015,24,7,1,1,0,0,2499
2015,24,7,1,1,4,0,13600
2015,24,7,1,1,0,0,2499
2015,24,7,1,1,0,0,2499
2015,25,7,0,0,3,0,6101
2015,25,7,1,1,0,0,2499
2015,25,7,0,1,0,0,2499
2015,25,7,0,1,0,0,2499
2015,25,7,0,1,0,0,2499
2015,25,7,0,1,0,0,2499
2015,25,7,1,1,3,0,6500
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,3,0,6500
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,2,0,4600
2015,25,7,1,1,6,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,4,0,13600
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,3,0,6500
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,4,0,13600
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,3,0,6500
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,3,0,6500
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,0,0,2499
2015,25,7,1,1,6,0,2499
2015,25,7,1,1,4,0,13600
2015,26,7,1,1,3,0,6500
2015,26,7,1,1,0,0,2499
2015,26,7,1,1,0,0,2499
2015,26,7,1,1,0,0,2499
2015,26,7,1,1,0,0,2499
2015,26,7,1,1,4,0,13600
2015,26,7,1,1,4,0,13600
2015,26,7,1,1,0,0,2499
2015,26,7,1,1,4,0,13600
2015,26,7,1,1,2,0,4600
2015,26,7,1,0,0,0,2499
2015,26,7,1,1,4,0,13600
2015,26,7,1,1,0,0,2499
2015,26,7,1,1,0,0,2499
2015,26,7,1,1,0,0,2499
2015,27,7,0,0,0,0,2499
2015,27,7,1,1,7,0,2499
2015,27,7,1,1,4,0,13899
2015,27,7,1,1,6,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,3,0,6799
2015,27,7,1,1,4,0,13899
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,5,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,3,0,6799
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,5,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,4,0,13899
2015,27,7,1,1,3,0,6799
2015,27,7,1,1,3,0,6799
2015,27,7,1,1,6,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,4,0,13899
2015,27,7,1,1,6,0,2499
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,4,0,13899
2015,27,7,1,1,0,0,2499
2015,27,7,1,1,3,0,6799
2015,28,7,0,1,3,0,6400
2015,28,7,0,1,3,0,6400
2015,28,7,0,1,3,0,6400
2015,28,7,0,1,6,0,2499
2015,28,7,0,1,3,0,6400
2015,28,7,0,1,0,0,2499
2015,28,7,0,1,0,0,2499
2015,28,7,0,1,5,0,2499
2015,28,7,0,1,3,0,6400
2015,28,7,0,1,3,0,6400
2015,28,7,0,1,3,0,6400
2015,28,7,1,1,0,0,2499
2015,28,7,1,1,3,0,6799
2015,28,7,1,1,0,0,2499
